method,p,rep,rho,rho_tilde,dataset,tier,method_class
ChiSquare,0.05,2,0.96,0.9934258148130368,optdigits,T2,I
ChiSquare,0.05,3,0.8,0.979875774012384,optdigits,T2,I
ChiSquare,0.05,4,0.84,0.9880873613977824,optdigits,T2,I
ChiSquare,0.05,5,0.96,0.9872394758316133,optdigits,T2,I
ChiSquare,0.05,6,0.92,0.9948458695339124,optdigits,T2,I
ChiSquare,0.05,7,0.96,0.9883707579321269,optdigits,T2,I
ChiSquare,0.05,8,0.84,0.9825392406278499,optdigits,T2,I
ChiSquare,0.05,9,0.88,0.9856688907022512,optdigits,T2,I
ChiSquare,0.05,10,0.96,0.9918214371429942,optdigits,T2,I
ChiSquare,0.05,11,0.92,0.9857264916238659,optdigits,T2,I
ChiSquare,0.05,12,0.92,0.9892094273508374,optdigits,T2,I
ChiSquare,0.05,13,0.88,0.9839516152258434,optdigits,T2,I
ChiSquare,0.05,14,0.92,0.9886679786876589,optdigits,T2,I
ChiSquare,0.05,15,0.96,0.992258436134978,optdigits,T2,I
ChiSquare,0.05,16,0.88,0.9842603561656984,optdigits,T2,I
ChiSquare,0.05,17,0.84,0.9836182978927662,optdigits,T2,I
ChiSquare,0.05,18,0.84,0.9900281284500551,optdigits,T2,I
ChiSquare,0.05,19,1.0,0.992223107569721,optdigits,T2,I
ChiSquare,0.1,0,0.92,0.995937455749823,optdigits,T2,I
ChiSquare,0.1,1,0.9,0.9896435745742984,optdigits,T2,I
ChiSquare,0.1,2,0.96,0.9960182880731523,optdigits,T2,I
ChiSquare,0.1,3,0.8,0.9875085260341042,optdigits,T2,I
ChiSquare,0.1,4,0.96,0.9964700658802635,optdigits,T2,I
ChiSquare,0.1,5,0.96,0.9979298477193908,optdigits,T2,I
ChiSquare,0.1,6,0.9,0.9916810867243468,optdigits,T2,I
ChiSquare,0.1,7,0.9,0.9960379679616943,optdigits,T2,I
ChiSquare,0.1,8,0.92,0.9926795867183468,optdigits,T2,I
ChiSquare,0.1,9,0.9,0.9954827979311917,optdigits,T2,I
ChiSquare,0.1,10,0.94,0.9937616070464282,optdigits,T2,I
ChiSquare,0.1,11,0.98,0.9951248124992499,optdigits,T2,I
ChiSquare,0.1,12,0.88,0.991739742562478,optdigits,T2,I
ChiSquare,0.1,13,0.9,0.9955614218195837,optdigits,T2,I
ChiSquare,0.1,14,0.9,0.9960989283957136,optdigits,T2,I
ChiSquare,0.1,15,0.92,0.9950603962415849,optdigits,T2,I
ChiSquare,0.1,16,0.86,0.9918613754455018,optdigits,T2,I
ChiSquare,0.1,17,0.92,0.9976850467401869,optdigits,T2,I
ChiSquare,0.1,18,0.94,0.9970907083628333,optdigits,T2,I
ChiSquare,0.1,19,0.94,0.9961248483133859,optdigits,T2,I
COPOD,0.01,0,,,optdigits,T2,II
COPOD,0.01,1,,,optdigits,T2,II
COPOD,0.01,2,,,optdigits,T2,II
COPOD,0.01,3,,,optdigits,T2,II
COPOD,0.01,4,,,optdigits,T2,II
COPOD,0.01,5,,,optdigits,T2,II
COPOD,0.01,6,,,optdigits,T2,II
COPOD,0.01,7,,,optdigits,T2,II
COPOD,0.01,8,,,optdigits,T2,II
COPOD,0.01,9,,,optdigits,T2,II
COPOD,0.01,10,,,optdigits,T2,II
COPOD,0.01,11,,,optdigits,T2,II
COPOD,0.01,12,,,optdigits,T2,II
COPOD,0.01,13,,,optdigits,T2,II
COPOD,0.01,14,,,optdigits,T2,II
COPOD,0.01,15,,,optdigits,T2,II
COPOD,0.01,16,,,optdigits,T2,II
COPOD,0.01,17,,,optdigits,T2,II
COPOD,0.01,18,,,optdigits,T2,II
COPOD,0.01,19,,,optdigits,T2,II
COPOD,0.05,0,,,optdigits,T2,II
COPOD,0.05,1,,,optdigits,T2,II
COPOD,0.05,2,,,optdigits,T2,II
COPOD,0.05,3,,,optdigits,T2,II
COPOD,0.05,4,,,optdigits,T2,II
COPOD,0.05,5,,,optdigits,T2,II
COPOD,0.05,6,,,optdigits,T2,II
COPOD,0.05,7,,,optdigits,T2,II
COPOD,0.05,8,,,optdigits,T2,II
COPOD,0.05,9,,,optdigits,T2,II
COPOD,0.05,10,,,optdigits,T2,II
COPOD,0.05,11,,,optdigits,T2,II
COPOD,0.05,12,,,optdigits,T2,II
COPOD,0.05,13,,,optdigits,T2,II
COPOD,0.05,14,,,optdigits,T2,II
COPOD,0.05,15,,,optdigits,T2,II
COPOD,0.05,16,,,optdigits,T2,II
COPOD,0.05,17,,,optdigits,T2,II
COPOD,0.05,18,,,optdigits,T2,II
COPOD,0.05,19,,,optdigits,T2,II
COPOD,0.1,0,,,optdigits,T2,II
COPOD,0.1,1,,,optdigits,T2,II
COPOD,0.1,2,,,optdigits,T2,II
COPOD,0.1,3,,,optdigits,T2,II
COPOD,0.1,4,,,optdigits,T2,II
COPOD,0.1,5,,,optdigits,T2,II
COPOD,0.1,6,,,optdigits,T2,II
COPOD,0.1,7,,,optdigits,T2,II
COPOD,0.1,8,,,optdigits,T2,II
COPOD,0.1,9,,,optdigits,T2,II
COPOD,0.1,10,,,optdigits,T2,II
COPOD,0.1,11,,,optdigits,T2,II
COPOD,0.1,12,,,optdigits,T2,II
COPOD,0.1,13,,,optdigits,T2,II
COPOD,0.1,14,,,optdigits,T2,II
COPOD,0.1,15,,,optdigits,T2,II
COPOD,0.1,16,,,optdigits,T2,II
COPOD,0.1,17,,,optdigits,T2,II
COPOD,0.1,18,,,optdigits,T2,II
COPOD,0.1,19,,,optdigits,T2,II
ECOD,0.01,0,,,optdigits,T2,II
ECOD,0.01,1,,,optdigits,T2,II
ECOD,0.01,2,,,optdigits,T2,II
ECOD,0.01,3,,,optdigits,T2,II
ECOD,0.01,4,,,optdigits,T2,II
ECOD,0.01,5,,,optdigits,T2,II
ECOD,0.01,6,,,optdigits,T2,II
ECOD,0.01,7,,,optdigits,T2,II
ECOD,0.01,8,,,optdigits,T2,II
ECOD,0.01,9,,,optdigits,T2,II
ECOD,0.01,10,,,optdigits,T2,II
ECOD,0.01,11,,,optdigits,T2,II
ECOD,0.01,12,,,optdigits,T2,II
ECOD,0.01,13,,,optdigits,T2,II
ECOD,0.01,14,,,optdigits,T2,II
ECOD,0.01,15,,,optdigits,T2,II
ECOD,0.01,16,,,optdigits,T2,II
ECOD,0.01,17,,,optdigits,T2,II
ECOD,0.01,18,,,optdigits,T2,II
ECOD,0.01,19,,,optdigits,T2,II
ECOD,0.05,0,,,optdigits,T2,II
ECOD,0.05,1,,,optdigits,T2,II
ECOD,0.05,2,,,optdigits,T2,II
ECOD,0.05,3,,,optdigits,T2,II
ECOD,0.05,4,,,optdigits,T2,II
ECOD,0.05,5,,,optdigits,T2,II
ECOD,0.05,6,,,optdigits,T2,II
ECOD,0.05,7,,,optdigits,T2,II
ECOD,0.05,8,,,optdigits,T2,II
ECOD,0.05,9,,,optdigits,T2,II
ECOD,0.05,10,,,optdigits,T2,II
ECOD,0.05,11,,,optdigits,T2,II
ECOD,0.05,12,,,optdigits,T2,II
ECOD,0.05,13,,,optdigits,T2,II
ECOD,0.05,14,,,optdigits,T2,II
ECOD,0.05,15,,,optdigits,T2,II
ECOD,0.05,16,,,optdigits,T2,II
ECOD,0.05,17,,,optdigits,T2,II
ECOD,0.05,18,,,optdigits,T2,II
ECOD,0.05,19,,,optdigits,T2,II
ECOD,0.1,0,,,optdigits,T2,II
ECOD,0.1,1,,,optdigits,T2,II
ECOD,0.1,2,,,optdigits,T2,II
ECOD,0.1,3,,,optdigits,T2,II
ECOD,0.1,4,,,optdigits,T2,II
ECOD,0.1,5,,,optdigits,T2,II
ECOD,0.1,6,,,optdigits,T2,II
ECOD,0.1,7,,,optdigits,T2,II
ECOD,0.1,8,,,optdigits,T2,II
ECOD,0.1,9,,,optdigits,T2,II
ECOD,0.1,10,,,optdigits,T2,II
ECOD,0.1,11,,,optdigits,T2,II
ECOD,0.1,12,,,optdigits,T2,II
ECOD,0.1,13,,,optdigits,T2,II
ECOD,0.1,14,,,optdigits,T2,II
ECOD,0.1,15,,,optdigits,T2,II
ECOD,0.1,16,,,optdigits,T2,II
ECOD,0.1,17,,,optdigits,T2,II
ECOD,0.1,18,,,optdigits,T2,II
ECOD,0.1,19,,,optdigits,T2,II
HBOS,0.01,0,0.4,0.5752220888355342,optdigits,T2,II
HBOS,0.01,1,0.2,0.5469867947178871,optdigits,T2,II
HBOS,0.01,2,0.0,0.6112364945978391,optdigits,T2,II
HBOS,0.01,3,0.4,0.7249459783913565,optdigits,T2,II
HBOS,0.01,4,0.2,0.5031932773109243,optdigits,T2,II
HBOS,0.01,5,0.6,0.5520768307322929,optdigits,T2,II
HBOS,0.01,6,0.6,0.6871068427370949,optdigits,T2,II
HBOS,0.01,7,0.2,0.5988475390156063,optdigits,T2,II
HBOS,0.01,8,0.6,0.47707082833133246,optdigits,T2,II
HBOS,0.01,9,0.2,0.7513565426170468,optdigits,T2,II
HBOS,0.01,10,0.2,0.7845858343337334,optdigits,T2,II
HBOS,0.01,11,0.4,0.6139255702280911,optdigits,T2,II
HBOS,0.01,12,0.4,0.37901560624249697,optdigits,T2,II
HBOS,0.01,13,0.2,0.6847058823529412,optdigits,T2,II
HBOS,0.01,14,0.4,0.6187274909963985,optdigits,T2,II
HBOS,0.01,15,0.4,0.6817286914765907,optdigits,T2,II
HBOS,0.01,16,0.6,0.6208403361344538,optdigits,T2,II
HBOS,0.01,17,0.2,0.4466266506602641,optdigits,T2,II
HBOS,0.01,18,0.4,0.5821368547418968,optdigits,T2,II
HBOS,0.01,19,0.2,0.7096758703481393,optdigits,T2,II
HBOS,0.05,0,0.8,0.9443482935726972,optdigits,T2,II
HBOS,0.05,1,0.64,0.9239045744731915,optdigits,T2,II
HBOS,0.05,2,0.8,0.9673733019728313,optdigits,T2,II
HBOS,0.05,3,0.64,0.9533171410742571,optdigits,T2,II
HBOS,0.05,4,0.76,0.944843661498584,optdigits,T2,II
HBOS,0.05,5,0.4,0.8269722075553209,optdigits,T2,II
HBOS,0.05,6,0.52,0.9217456919310708,optdigits,T2,II
HBOS,0.05,7,0.84,0.9748798540776653,optdigits,T2,II
HBOS,0.05,8,0.28,0.8813943263092208,optdigits,T2,II
HBOS,0.05,9,0.32,0.8107771324341189,optdigits,T2,II
HBOS,0.05,10,0.76,0.9521090577449238,optdigits,T2,II
HBOS,0.05,11,0.52,0.9360821773148369,optdigits,T2,II
HBOS,0.05,12,0.4,0.7961941151058416,optdigits,T2,II
HBOS,0.05,13,0.28,0.8494926318821101,optdigits,T2,II
HBOS,0.05,14,0.36,0.8385983775740411,optdigits,T2,II
HBOS,0.05,15,0.6,0.9373985503768059,optdigits,T2,II
HBOS,0.05,16,0.44,0.9045452887246196,optdigits,T2,II
HBOS,0.05,17,0.4,0.8518803820861133,optdigits,T2,II
HBOS,0.05,18,0.68,0.9349823837181394,optdigits,T2,II
HBOS,0.05,19,0.4,0.8912317957087313,optdigits,T2,II
HBOS,0.1,0,0.78,0.9733471253885014,optdigits,T2,II
HBOS,0.1,1,0.74,0.953252709010836,optdigits,T2,II
HBOS,0.1,2,0.82,0.9629834039336157,optdigits,T2,II
HBOS,0.1,3,0.66,0.9491929487717952,optdigits,T2,II
HBOS,0.1,4,0.78,0.973566102264409,optdigits,T2,II
HBOS,0.1,5,0.88,0.9790915003660015,optdigits,T2,II
HBOS,0.1,6,0.64,0.9484004656018623,optdigits,T2,II
HBOS,0.1,7,0.88,0.97764774951809,optdigits,T2,II
HBOS,0.1,8,0.36,0.8883999375997504,optdigits,T2,II
HBOS,0.1,9,0.72,0.9645068340273361,optdigits,T2,II
HBOS,0.1,10,0.7,0.9566730106920427,optdigits,T2,II
HBOS,0.1,11,0.62,0.9497884391537567,optdigits,T2,II
HBOS,0.1,12,0.42,0.8415191024693268,optdigits,T2,II
HBOS,0.1,13,0.74,0.9712186981117874,optdigits,T2,II
HBOS,0.1,14,0.72,0.9648710594842378,optdigits,T2,II
HBOS,0.1,15,0.5,0.9510465241860967,optdigits,T2,II
HBOS,0.1,16,0.44,0.8040784803139213,optdigits,T2,II
HBOS,0.1,17,0.58,0.9499257197028788,optdigits,T2,II
HBOS,0.1,18,0.88,0.977506438025752,optdigits,T2,II
HBOS,0.1,19,0.74,0.9439120609560228,optdigits,T2,II
IForest,0.01,0,1.0,0.7330132052821129,optdigits,T2,III
IForest,0.01,1,0.8,0.8849459783913565,optdigits,T2,III
IForest,0.01,2,0.8,0.8986794717887154,optdigits,T2,III
IForest,0.01,3,0.4,0.8589195678271309,optdigits,T2,III
IForest,0.01,4,0.6,0.9136614645858343,optdigits,T2,III
IForest,0.01,5,0.8,0.7112124849939976,optdigits,T2,III
IForest,0.01,6,1.0,0.8808163265306123,optdigits,T2,III
IForest,0.01,7,0.8,0.8252100840336133,optdigits,T2,III
IForest,0.01,8,0.6,0.8650660264105642,optdigits,T2,III
IForest,0.01,9,0.6,0.7182232893157263,optdigits,T2,III
IForest,0.01,10,0.6,0.8593037214885954,optdigits,T2,III
IForest,0.01,11,0.8,0.9036734693877551,optdigits,T2,III
IForest,0.01,12,0.6,0.8243457382953181,optdigits,T2,III
IForest,0.01,13,0.6,0.8841776710684274,optdigits,T2,III
IForest,0.01,14,0.8,0.8773589435774309,optdigits,T2,III
IForest,0.01,15,0.6,0.8282833133253301,optdigits,T2,III
IForest,0.01,16,0.8,0.7874669867947178,optdigits,T2,III
IForest,0.01,17,0.8,0.8616086434573829,optdigits,T2,III
IForest,0.01,18,0.4,0.8192557022809124,optdigits,T2,III
IForest,0.01,19,1.0,0.9030012004801921,optdigits,T2,III
IForest,0.05,0,0.76,0.9215844093505495,optdigits,T2,III
IForest,0.05,1,0.84,0.9137460759372149,optdigits,T2,III
IForest,0.05,2,0.76,0.9117761244179905,optdigits,T2,III
IForest,0.05,3,0.72,0.9198763500216004,optdigits,T2,III
IForest,0.05,4,0.72,0.8822798444775115,optdigits,T2,III
IForest,0.05,5,0.68,0.8348842701483222,optdigits,T2,III
IForest,0.05,6,0.72,0.9044899918398694,optdigits,T2,III
IForest,0.05,7,0.84,0.9105887774204386,optdigits,T2,III
IForest,0.05,8,0.64,0.9067464119425911,optdigits,T2,III
IForest,0.05,9,0.72,0.8850062881006096,optdigits,T2,III
IForest,0.05,10,0.8,0.9049623193971104,optdigits,T2,III
IForest,0.05,11,0.68,0.8989188307012911,optdigits,T2,III
IForest,0.05,12,0.72,0.8859102385638169,optdigits,T2,III
IForest,0.05,13,0.76,0.8812276676426822,optdigits,T2,III
IForest,0.05,14,0.8,0.8942009312148993,optdigits,T2,III
IForest,0.05,15,0.76,0.8861199059184945,optdigits,T2,III
IForest,0.05,16,0.64,0.8934429030864494,optdigits,T2,III
IForest,0.05,17,0.84,0.9186782508520136,optdigits,T2,III
IForest,0.05,18,0.76,0.9201428502856044,optdigits,T2,III
IForest,0.05,19,0.76,0.9118890222243556,optdigits,T2,III
IForest,0.1,0,0.8,0.9237275989103956,optdigits,T2,III
IForest,0.1,1,0.68,0.9130540842163367,optdigits,T2,III
IForest,0.1,2,0.76,0.9270270361081443,optdigits,T2,III
IForest,0.1,3,0.82,0.9133772215088859,optdigits,T2,III
IForest,0.1,4,0.84,0.9332121488485955,optdigits,T2,III
IForest,0.1,5,0.74,0.9135093180372721,optdigits,T2,III
IForest,0.1,6,0.7,0.9287078108312432,optdigits,T2,III
IForest,0.1,7,0.8,0.9253619058649949,optdigits,T2,III
IForest,0.1,8,0.78,0.9255954783819135,optdigits,T2,III
IForest,0.1,9,0.88,0.9054815739262957,optdigits,T2,III
IForest,0.1,10,0.74,0.922879819519278,optdigits,T2,III
IForest,0.1,11,0.72,0.9288696674786697,optdigits,T2,III
IForest,0.1,12,0.76,0.9209584640398625,optdigits,T2,III
IForest,0.1,13,0.8,0.9208720598919572,optdigits,T2,III
IForest,0.1,14,0.86,0.915069036276145,optdigits,T2,III
IForest,0.1,15,0.8,0.9158615194460777,optdigits,T2,III
IForest,0.1,16,0.7,0.9018398953595814,optdigits,T2,III
IForest,0.1,17,0.76,0.9227550190200761,optdigits,T2,III
IForest,0.1,18,0.76,0.9176029664118657,optdigits,T2,III
IForest,0.1,19,0.74,0.9104509335053788,optdigits,T2,III
LOF,0.01,0,0.4,0.06861944777911164,optdigits,T2,IV
LOF,0.01,1,0.2,0.24840336134453783,optdigits,T2,IV
LOF,0.01,2,0.2,0.3122689075630252,optdigits,T2,IV
LOF,0.01,3,0.0,-0.05671068427370948,optdigits,T2,IV
LOF,0.01,4,0.0,0.24993997599039616,optdigits,T2,IV
LOF,0.01,5,0.2,0.10789915966386554,optdigits,T2,IV
LOF,0.01,6,0.2,-0.07726290516206481,optdigits,T2,IV
LOF,0.01,7,0.2,0.1733013205282113,optdigits,T2,IV
LOF,0.01,8,0.2,0.05728691476590636,optdigits,T2,IV
LOF,0.01,9,0.2,0.07150060024009604,optdigits,T2,IV
LOF,0.01,10,0.2,0.19558223289315724,optdigits,T2,IV
LOF,0.01,11,0.0,-0.11788715486194477,optdigits,T2,IV
LOF,0.01,12,0.2,0.2868187274909964,optdigits,T2,IV
LOF,0.01,13,0.2,0.260984393757503,optdigits,T2,IV
LOF,0.01,14,0.2,0.20883553421368548,optdigits,T2,IV
LOF,0.01,15,0.0,0.18415366146458584,optdigits,T2,IV
LOF,0.01,16,0.2,-0.15082833133253298,optdigits,T2,IV
LOF,0.01,17,0.2,-0.11865546218487394,optdigits,T2,IV
LOF,0.01,18,0.2,0.11212484993997598,optdigits,T2,IV
LOF,0.01,19,0.8,0.1438175270108043,optdigits,T2,IV
LOF,0.05,0,0.28,0.2809730715691451,optdigits,T2,IV
LOF,0.05,1,0.28,0.3151672826765228,optdigits,T2,IV
LOF,0.05,2,0.36,0.2506650026400422,optdigits,T2,IV
LOF,0.05,3,0.24,0.3059426870829933,optdigits,T2,IV
LOF,0.05,4,0.24,0.3380371525944415,optdigits,T2,IV
LOF,0.05,5,0.28,0.4124149978236523,optdigits,T2,IV
LOF,0.05,6,0.44,0.2889953994135126,optdigits,T2,IV
LOF,0.05,7,0.28,0.33529227667642686,optdigits,T2,IV
LOF,0.05,8,0.28,0.35038909422550757,optdigits,T2,IV
LOF,0.05,9,0.24,0.23057960554497722,optdigits,T2,IV
LOF,0.05,10,0.32,0.4454989679834877,optdigits,T2,IV
LOF,0.05,11,0.28,0.39328611208873415,optdigits,T2,IV
LOF,0.05,12,0.44,0.2385396246339941,optdigits,T2,IV
LOF,0.05,13,0.24,0.28171019571664485,optdigits,T2,IV
LOF,0.05,14,0.28,0.3723838856398831,optdigits,T2,IV
LOF,0.05,15,0.4,0.41146995852157586,optdigits,T2,IV
LOF,0.05,16,0.36,0.3871466950114796,optdigits,T2,IV
LOF,0.05,17,0.2,0.3731068977103633,optdigits,T2,IV
LOF,0.05,18,0.4,0.31784008749201687,optdigits,T2,IV
LOF,0.05,19,0.4,0.3120135001225997,optdigits,T2,IV
LOF,0.1,0,0.38,0.5387016557354628,optdigits,T2,IV
LOF,0.1,1,0.4,0.6196449425797703,optdigits,T2,IV
LOF,0.1,2,0.38,0.5768112032448129,optdigits,T2,IV
LOF,0.1,3,0.34,0.5653956055824223,optdigits,T2,IV
LOF,0.1,4,0.32,0.5507580430321721,optdigits,T2,IV
LOF,0.1,5,0.48,0.5733217812871251,optdigits,T2,IV
LOF,0.1,6,0.36,0.5396745106980427,optdigits,T2,IV
LOF,0.1,7,0.46,0.5978276840064648,optdigits,T2,IV
LOF,0.1,8,0.36,0.5305484261937048,optdigits,T2,IV
LOF,0.1,9,0.48,0.5741632246528986,optdigits,T2,IV
LOF,0.1,10,0.36,0.6376527906111624,optdigits,T2,IV
LOF,0.1,11,0.34,0.5748095952383808,optdigits,T2,IV
LOF,0.1,12,0.34,0.5344266881854745,optdigits,T2,IV
LOF,0.1,13,0.38,0.5386951664954018,optdigits,T2,IV
LOF,0.1,14,0.42,0.5530219240876963,optdigits,T2,IV
LOF,0.1,15,0.38,0.5805706742826972,optdigits,T2,IV
LOF,0.1,16,0.34,0.46816996867987465,optdigits,T2,IV
LOF,0.1,17,0.3,0.5104690818763274,optdigits,T2,IV
LOF,0.1,18,0.42,0.6018913995655982,optdigits,T2,IV
LOF,0.1,19,0.38,0.5613810404704518,optdigits,T2,IV
KNN,0.01,0,0.4,0.3160915400858548,optdigits,T2,IV
KNN,0.01,1,0.0,0.4283175644918933,optdigits,T2,IV
KNN,0.01,2,0.0,0.240754970704063,optdigits,T2,IV
KNN,0.01,3,0.0,0.18509269127742628,optdigits,T2,IV
KNN,0.01,4,0.2,0.17502281151623839,optdigits,T2,IV
KNN,0.01,5,0.0,0.40125354255971324,optdigits,T2,IV
KNN,0.01,6,0.6,0.30914417443089043,optdigits,T2,IV
KNN,0.01,7,0.4,0.47597320072613025,optdigits,T2,IV
KNN,0.01,8,0.2,0.3976994399021066,optdigits,T2,IV
KNN,0.01,9,0.4,0.5438697600278226,optdigits,T2,IV
KNN,0.01,10,0.0,0.3328610878616019,optdigits,T2,IV
KNN,0.01,11,0.2,0.25947360957323,optdigits,T2,IV
KNN,0.01,12,0.2,0.11070287926732439,optdigits,T2,IV
KNN,0.01,13,0.2,0.3807785623376956,optdigits,T2,IV
KNN,0.01,14,0.2,0.4312369427077248,optdigits,T2,IV
KNN,0.01,15,0.2,-0.06671950446023588,optdigits,T2,IV
KNN,0.01,16,0.2,0.4321358288937433,optdigits,T2,IV
KNN,0.01,17,0.18181818181818182,-0.004274838493991982,optdigits,T2,IV
KNN,0.01,18,0.0,0.47853025936599425,optdigits,T2,IV
KNN,0.01,19,0.4,0.06720933590807399,optdigits,T2,IV
KNN,0.05,0,0.52,0.6043515543891921,optdigits,T2,IV
KNN,0.05,1,0.35294117647058826,0.6206070448744045,optdigits,T2,IV
KNN,0.05,2,0.36,0.6484317142276674,optdigits,T2,IV
KNN,0.05,3,0.35294117647058826,0.6421203187789929,optdigits,T2,IV
KNN,0.05,4,0.36,0.6490381237359512,optdigits,T2,IV
KNN,0.05,5,0.43137254901960786,0.6730363315005078,optdigits,T2,IV
KNN,0.05,6,0.5882352941176471,0.6476424983819032,optdigits,T2,IV
KNN,0.05,7,0.44,0.7229256167131092,optdigits,T2,IV
KNN,0.05,8,0.48,0.6715898511029551,optdigits,T2,IV
KNN,0.05,9,0.48,0.7048713429644929,optdigits,T2,IV
KNN,0.05,10,0.4,0.7136583686750805,optdigits,T2,IV
KNN,0.05,11,0.32,0.6467114112504536,optdigits,T2,IV
KNN,0.05,12,0.6666666666666666,0.7345537696008446,optdigits,T2,IV
KNN,0.05,13,0.48,0.6527114064708239,optdigits,T2,IV
KNN,0.05,14,0.32,0.6521814431749339,optdigits,T2,IV
KNN,0.05,15,0.44,0.6785229259247998,optdigits,T2,IV
KNN,0.05,16,0.44,0.6709392404848452,optdigits,T2,IV
KNN,0.05,17,0.48,0.7508299090322216,optdigits,T2,IV
KNN,0.05,18,0.68,0.6826823730711866,optdigits,T2,IV
KNN,0.05,19,0.4,0.724500086025262,optdigits,T2,IV
KNN,0.1,0,0.594059405940594,0.7775963522234378,optdigits,T2,IV
KNN,0.1,1,0.68,0.7914240833358154,optdigits,T2,IV
KNN,0.1,2,0.56,0.7505806276862087,optdigits,T2,IV
KNN,0.1,3,0.6,0.7203813691928606,optdigits,T2,IV
KNN,0.1,4,0.56,0.7656908020548432,optdigits,T2,IV
KNN,0.1,5,0.52,0.7677476901941972,optdigits,T2,IV
KNN,0.1,6,0.54,0.71575983075691,optdigits,T2,IV
KNN,0.1,7,0.52,0.7420950070930263,optdigits,T2,IV
KNN,0.1,8,0.5346534653465347,0.7614943733016538,optdigits,T2,IV
KNN,0.1,9,0.5,0.7422245324657273,optdigits,T2,IV
KNN,0.1,10,0.49504950495049505,0.8053719331648668,optdigits,T2,IV
KNN,0.1,11,0.48,0.7780856643026334,optdigits,T2,IV
KNN,0.1,12,0.56,0.764147360991311,optdigits,T2,IV
KNN,0.1,13,0.5346534653465347,0.7773646376166162,optdigits,T2,IV
KNN,0.1,14,0.6,0.7931178734570936,optdigits,T2,IV
KNN,0.1,15,0.5346534653465347,0.791768467967083,optdigits,T2,IV
KNN,0.1,16,0.43137254901960786,0.7429305248757602,optdigits,T2,IV
KNN,0.1,17,0.54,0.7951028709206349,optdigits,T2,IV
KNN,0.1,18,0.58,0.7588980813209636,optdigits,T2,IV
KNN,0.1,19,0.5148514851485149,0.748791206974442,optdigits,T2,IV
OCSVM,0.01,0,1.0,0.9200960384153661,optdigits,T2,IV
OCSVM,0.01,1,0.8,0.8916686674669867,optdigits,T2,IV
OCSVM,0.01,2,0.8,0.889939975990396,optdigits,T2,IV
OCSVM,0.01,3,1.0,0.8998319327731091,optdigits,T2,IV
OCSVM,0.01,4,0.8,0.92124849939976,optdigits,T2,IV
OCSVM,0.01,5,0.8,0.8884033613445379,optdigits,T2,IV
OCSVM,0.01,6,0.8,0.9300840336134454,optdigits,T2,IV
OCSVM,0.01,7,1.0,0.9259543817527011,optdigits,T2,IV
OCSVM,0.01,8,0.8,0.9159663865546218,optdigits,T2,IV
OCSVM,0.01,9,0.4,0.837406962785114,optdigits,T2,IV
OCSVM,0.01,10,0.6,0.9281632653061224,optdigits,T2,IV
OCSVM,0.01,11,0.6,0.9407442977190876,optdigits,T2,IV
OCSVM,0.01,12,0.8,0.9379591836734693,optdigits,T2,IV
OCSVM,0.01,13,0.8,0.9072268907563026,optdigits,T2,IV
OCSVM,0.01,14,0.8,0.873517406962785,optdigits,T2,IV
OCSVM,0.01,15,0.8,0.9253781512605042,optdigits,T2,IV
OCSVM,0.01,16,0.8,0.9251860744297719,optdigits,T2,IV
OCSVM,0.01,17,0.8,0.9138535414165665,optdigits,T2,IV
OCSVM,0.01,18,0.8,0.8949339735894357,optdigits,T2,IV
OCSVM,0.01,19,1.0,0.8787034813925569,optdigits,T2,IV
OCSVM,0.05,0,0.92,0.9758037728603656,optdigits,T2,IV
OCSVM,0.05,1,0.96,0.9840215043440693,optdigits,T2,IV
OCSVM,0.05,2,0.88,0.9861381462103394,optdigits,T2,IV
OCSVM,0.05,3,0.8,0.9787360437767003,optdigits,T2,IV
OCSVM,0.05,4,0.84,0.9710029280468486,optdigits,T2,IV
OCSVM,0.05,5,0.8,0.9735988095809532,optdigits,T2,IV
OCSVM,0.05,6,0.84,0.9822758124129984,optdigits,T2,IV
OCSVM,0.05,7,0.92,0.9866027936446982,optdigits,T2,IV
OCSVM,0.05,8,0.88,0.980211395382326,optdigits,T2,IV
OCSVM,0.05,9,0.88,0.9770348965583449,optdigits,T2,IV
OCSVM,0.05,10,1.0,0.9840138242211874,optdigits,T2,IV
OCSVM,0.05,11,0.76,0.9812059712955408,optdigits,T2,IV
OCSVM,0.05,12,0.88,0.9814225507608121,optdigits,T2,IV
OCSVM,0.05,13,0.76,0.9776577545240722,optdigits,T2,IV
OCSVM,0.05,14,0.92,0.9839615993855901,optdigits,T2,IV
OCSVM,0.05,15,0.88,0.982035424566793,optdigits,T2,IV
OCSVM,0.05,16,0.84,0.974472807564921,optdigits,T2,IV
OCSVM,0.05,17,0.92,0.9829009744155907,optdigits,T2,IV
OCSVM,0.05,18,0.92,0.9760810252964047,optdigits,T2,IV
OCSVM,0.05,19,0.84,0.9848916622665962,optdigits,T2,IV
OCSVM,0.1,0,0.96,0.9952587330349322,optdigits,T2,IV
OCSVM,0.1,1,0.92,0.9906028104112417,optdigits,T2,IV
OCSVM,0.1,2,0.9,0.9914615338461352,optdigits,T2,IV
OCSVM,0.1,3,0.92,0.9864015456061823,optdigits,T2,IV
OCSVM,0.1,4,0.88,0.9936610946443786,optdigits,T2,IV
OCSVM,0.1,5,0.94,0.9923366733466933,optdigits,T2,IV
OCSVM,0.1,6,0.82,0.9820250801003204,optdigits,T2,IV
